sid,sentence
436,"FOUR LEGS GOOD, TWO LEGS BAD, was inscribed on the end wall of the barn, above the Seven Commandments and in bigger letters."
437,"When they had once got it by heart, the sheep developed a great liking for this maxim, and often as they lay in the field they would all start bleating ""Four legs good, two legs bad!"
438,"Four legs good, two legs bad!"""
439,"and keep it up for hours on end, never growing tired of it."
440,Napoleon took no interest in Snowball's committees.
441,He said that the education of the young was more important than anything that could be done for those who were already grown up.
442,"It happened that Jessie and Bluebell had both whelped soon after the hay harvest, giving birth between them to nine sturdy puppies."
443,"As soon as they were weaned, Napoleon took them away from their mothers, saying that he would make himself responsible for their education."
444,"He took them up into a loft which could only be reached by a ladder from the harness-room, and there kept them in such seclusion that the rest of the farm soon forgot their existence."
445,The mystery of where the milk went to was soon cleared up.
446,It was mixed every day into the pigs' mash.
447,"The early apples were now ripening, and the grass of the orchard was littered with windfalls."
448,The animals had assumed as a matter of course that these would be shared out equally;
449,"one day, however, the order went forth that all the windfalls were to be collected and brought to the harness-room for the use of the pigs."
450,"At this some of the other animals murmured, but it was no use."
451,"All the pigs were in full agreement on this point, even Snowball and Napoleon."
452,Squealer was sent to make the necessary explanations to the others.
453,"""Comrades!"""
454,he cried.
455,"""You do not imagine, I hope, that we pigs are doing this in a spirit of selfishness and privilege?"
456,Many of us actually dislike milk and apples.
457,I dislike them myself.
458,Our sole object in taking these things is to preserve our health.
459,"Milk and apples (this has been proved by Science, comrades) contain substances absolutely necessary to the well-being of a pig."
460,We pigs are brainworkers.
461,The whole management and organisation of this farm depend on us.
462,Day and night we are watching over your welfare.
463,It is for your sake that we drink that milk and eat those apples.
464,Do you know what would happen if we pigs failed in our duty?
465,Jones would come back!
466,"Yes, Jones would come back!"
467,"Surely, comrades,"" cried Squealer almost pleadingly, skipping from side to side and whisking his tail, ""surely there is no one among you who wants to see Jones come back?"""
468,"Now if there was one thing that the animals were completely certain of, it was that they did not want Jones back."
469,"When it was put to them in this light, they had no more to say."
470,The importance of keeping the pigs in good health was all too obvious.
471,So it was agreed without further argument that the milk and the windfall apples (and also the main crop of apples when they ripened) should be reserved for the pigs alone.
473,Chapter Four
474,By the late summer the news of what had happened on Animal Farm had spread across half the county.
475,"Every day Snowball and Napoleon sent out flights of pigeons whose instructions were to mingle with the animals on neighbouring farms, tell them the story of the Rebellion, and teach them the tune of Beasts of England ."
476,Most of this time Mr.
477,"Jones had spent sitting in the taproom of the Red Lion at Willingdon, complaining to anyone who would listen of the monstrous injustice he had suffered in being turned out of his property by a pack of good-for-nothing animals."
478,"The other farmers sympathised in principle, but they did not at first give him much help."
479,"At heart, each of them was secretly wondering whether he could not somehow turn Jones's misfortune to his own advantage."
480,It was lucky that the owners of the two farms which adjoined Animal Farm were on permanently bad terms.
