sid,sentence
508,"” Scrooge was very much dismayed to hear the spectre going on at this         rate, and began to quake exceedingly."
509,“Hear me!”
510,cried the Ghost.
511,“My time is nearly gone.”
512,"“I will,” said Scrooge."
513,"“But don’t be hard upon         me!"
514,"Don’t be flowery, Jacob!"
515,Pray!”
516,"“How it is that I appear before you in a shape that you can see, I         may not tell."
517,I have sat invisible beside you many and many a day.”
518,It was not an agreeable idea.
519,"Scrooge shivered, and wiped the         perspiration from his brow."
520,"“That is no light part of my penance,” pursued the Ghost. "
521,"       “I am here to-night to warn you, that you have yet a chance and         hope of escaping my fate."
522,"A chance and hope of my procuring, Ebenezer.”"
523,"“You were always a good friend to me,” said Scrooge."
524,“Thank’ee!”
525,"“You will be haunted,” resumed the Ghost, “by Three         Spirits.”"
526,"Scrooge’s countenance fell almost as low as the Ghost’s had         done."
527,"“Is that the chance and hope you mentioned, Jacob?”"
528,"he         demanded, in a faltering voice."
529,“It is.”
530,"“I—I think I’d rather not,” said Scrooge."
531,"“Without their visits,” said the Ghost, “you cannot         hope to shun the path I tread."
532,"Expect the first to-morrow, when the bell         tolls One.”"
533,"“Couldn’t I take ’em all at once, and have it over,         Jacob?”"
534,hinted Scrooge.
535,“Expect the second on the next night at the same hour.
536,"The third         upon the next night when the last stroke of Twelve has ceased to         vibrate."
537,Look to see me no more;
538,"and look that, for your own sake, you         remember what has passed between us!”"
539,"When it had said these words, the spectre took its wrapper from the         table, and bound it round its head, as before."
540,"Scrooge knew this, by the         smart sound its teeth made, when the jaws were brought together by the         bandage."
541,"He ventured to raise his eyes again, and found his supernatural         visitor confronting him in an erect attitude, with its chain wound over         and about its arm."
542,The apparition walked backward from him;
543,"and at every step it took, the         window raised itself a little, so that when the spectre reached it, it         was wide open."
544,"It beckoned Scrooge to approach, which he did."
545,"When they were within two         paces of each other, Marley’s Ghost held up its hand, warning him         to come no nearer."
546,Scrooge stopped.
547,"Not so much in obedience, as in surprise and fear:"
548,"for on the raising of         the hand, he became sensible of confused noises in the air;"
549,"incoherent         sounds of lamentation and regret;"
550,"wailings inexpressibly sorrowful and         self-accusatory."
551,"The spectre, after listening for a moment, joined in         the mournful dirge;"
552,"and floated out upon the bleak, dark night."
553,Scrooge followed to the window:
554,desperate in his curiosity.
555,"He looked         out."
556,"The air was filled with phantoms, wandering hither and thither in         restless haste, and moaning as they went."
557,"Every one of them wore chains         like Marley’s Ghost;"
558,"some few (they might be guilty governments)         were linked together;"
559,none were free.
560,"Many had been personally known to         Scrooge in their lives."
561,"He had been quite familiar with one old ghost,         in a white waistcoat, with a monstrous iron safe attached to its ankle,         who cried piteously at being unable to assist a wretched woman with an         infant, whom it saw below, upon a door-step."
562,"The misery with them all         was, clearly, that they sought to interfere, for good, in human matters,         and had lost the power for ever."
564,"Whether these creatures faded into mist, or mist enshrouded them, he         could not tell."
565,But they and their spirit voices faded together;
566,and the         night became as it had been when he walked home.
567,"Scrooge closed the window, and examined the door by which the Ghost had         entered."
568,"It was double-locked, as he had locked it with his own hands,         and the bolts were undisturbed."
